Genome	DNA-1-S1-22_S63_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1-22_S958_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S67_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S962_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S64_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S959_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S68_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S963_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S65_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S960_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S69_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S964_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S66_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S961_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S70_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S965_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S71_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S966_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S72_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S967_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S73_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S968_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S74_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S969_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S75_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S970_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S76_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S971_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S77_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S972_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S78_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S973_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S79_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S974_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S80_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S975_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S81_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S976_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S82_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S977_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S83_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S978_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S84_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S979_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S85_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S980_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S86_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S981_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S87_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S982_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S88_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S983_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S89_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S984_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S90_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S985_L000_R1_001.anqdpht.fastq.gz Trimmed Mean
bco_bin_149	0.12849283	0.11254991	0.2752037	0.25176907	0.3910586	0.34719324	0.45290065	0.38403106	0.1743322	0.15322588	0.3407758	0.31668317	0.15873696	0.14077255	0.35628927	0.31524453	0	0	0.23031025	0.22155045	0.37807736	0.35481548	3.1926355	2.938983	0.36979842	0.34707674	0	0	0.30290064	0.26886758	1.809906	1.6709145	0.39340886	0.3567139	0	0	0	0	0.7421735	0.6901602	0	0	0.3000431	0.26837265	0	0	0.7664498	0.70309615	0.6557153	0.5780217	0	0	0.26354858	0.234424	1.449913	1.2548376
bco_bin_150	0.9126641	0.8351283	0.40332434	0.35486102	0.8427902	0.7698516	1.5526747	1.4065509	0	0	0.59625304	0.5462818	0	0	0	0	0	0	0	0	0.10072127	0.082887866	4.3492174	3.9655712	0.44392616	0.3997457	0	0	0.24790935	0.22164862	2.4596071	2.232857	0.15058641	0.13193631	0	0	0.12426882	0.103143334	0.5312458	0.48317865	0.42759976	0.38157865	0.12519321	0.10669686	0	0	1.2768526	1.1788865	0.2824445	0.2585106	0	0	0.17805766	0.15318733	1.3638048	1.2347788
bco_bin_153	1.9503069	1.7768553	3.4903417	3.172496	1.6812973	1.5621644	1.942733	1.7568408	0	0	0.5420056	0.49655354	0	0	0	0	0.8633727	0.7988681	0	0	0.14121921	0.12829088	4.9820013	4.514528	0.95644104	0.861491	0	0	0.2431803	0.2057343	2.5273144	2.2671413	0.3947488	0.35586423	0.15994313	0.13125181	0.23693919	0.20537752	0.27209437	0.23848015	1.9610779	1.7878993	0	0	0.32733607	0.2986767	0	0	0.11394878	0.10077194	0	0	0.6496202	0.5761106	0.6764895	0.6007887
bco_bin_155	0.3763403	0.3279319	0.60812294	0.56998235	0.23912361	0.21800378	0.21273671	0.18876101	0.34025043	0.32081378	0.7096443	0.65834266	0.3015223	0.28664073	0.65657485	0.5794516	0.68913424	0.6325069	1.2216033	1.0879039	1.1894224	1.1296831	1.5803556	1.4363288	1.5919442	1.4330121	0.20404184	0.17724054	0.5479495	0.5091178	1.0081906	0.9213105	1.0562267	1.0055467	0.23491809	0.20461802	0.5594189	0.4884152	0.46055803	0.41884866	0	0	1.557616	1.3989612	0.963948	0.9005658	0.48738298	0.43969223	2.5146503	2.3045845	0.5504662	0.49478877	0.8568161	0.74645466	1.3375838	1.1920545
bco_bin_158_1	0.7221743	0.6258052	1.5677822	1.4395564	0	0	0	0	0	0	0	0	0	0	0	0	0.2962009	0.27732268	0	0	0	0	0	0	0.26729918	0.24473919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.910276	2.637229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_16	2.1757298	1.9438125	3.4881642	3.1828864	0.10308618	0.08500544	0.16808198	0.1535299	0	0	0	0	0	0	0	0	0.95325136	0.857266	0.08979019	0.08415353	0	0	0.5926639	0.53390193	0.6000927	0.53845495	0	0	0	0	2.455912	2.2032325	0.07860763	0.07820467	1.580685	1.4278946	0	0	0.0909531	0	0.44471315	0.41596657	0.93815833	0.8799893	0	0	0.2776858	0.25095826	0	0	0	0	1.1646725	1.025958	0.21062978	0.16542278
bco_bin_160	0.17125802	0.15128942	0.35845605	0.3196375	0.2392913	0.21005782	0.19129825	0.18068105	0.15624623	0.122028835	0.63819444	0.56683683	0.12648022	0.103450656	0.31744152	0.2925058	0.38723248	0.36520928	0.08828202	0.083238065	0.50847965	0.4452392	1.5884702	1.4585236	0.6200604	0.5597144	0.08196062	0.080046706	0.36071593	0.3271124	0.81608045	0.75259155	0.40285945	0.38430643	0	0	0.57206994	0.5039108	0.76623034	0.69454676	0	0	0.60811925	0.5481702	1.1894509	1.0908847	0.6394835	0.5861922	0.62242293	0.5396606	0.36526608	0.33959964	0.6252625	0.5469612	1.2609298	1.1541283
bco_bin_161	0.33476138	0.30697188	0.5877464	0.53852916	0.16944948	0.1570807	0.18349746	0.15592656	0	0	0.15850964	0.14293937	0	0	0	0	0.23108351	0.20948413	0.08238741	0.069766454	0.24201515	0.22423214	1.7945285	1.6535137	0.6392705	0.5885283	0	0	0.23085919	0.19844197	0.9311688	0.8520178	0.32805055	0.2949191	0.09038446	0.074131094	0.16330929	0.14953122	0.18539718	0.17894098	0.15403393	0.1358208	0	0	0.19014853	0.16909578	0.26187474	0.2330037	0.4101806	0.38263234	0	0	0.3209066	0.30915514	0.40700284	0.36724
bco_bin_167_1	0	0	0	0	0	0	0	0	0.45596832	0.41730183	0	0	0.40611634	0.3597745	0.8714061	0.7834717	0	0	0.78504854	0.7009017	0.29494417	0.2681942	0.328495	0.28852215	0	0	0.10394287	0.09324736	0	0	1.0587735	0.958	0.13828878	0.11222644	0	0	0	0	0.34610677	0.31148493	0	0	0	0	0	0	0.4706654	0.43098974	0.47078675	0.42023128	0.6033999	0.5485675	0	0	0.5609646	0.5099489
bco_bin_168	0.9529147	0.85505646	1.6983557	1.5225627	0.814109	0.7408434	1.1931661	1.0906674	0	0	0.3711297	0.34257767	0	0	0	0	0.8599418	0.7841551	0	0	0.23291804	0.20558548	2.0614953	1.9194378	1.03731	0.9400578	0	0	0.67543626	0.5937792	1.2451607	1.1254253	0.23524965	0.20241377	0	0	0.3866452	0.3489215	0.13317893	0.13267736	0.100989126	0.0746651	0	0	0.2520507	0.21642454	0.15047742	0.14380375	0.08158772	0.059663963	0	0	0.7546189	0.68024313	0.2981778	0.25317067
bco_bin_170	0.37777296	0.3567455	0.8902888	0.8062093	0.89286643	0.7930206	0.7738841	0.6727277	0	0	1.2149309	1.1192288	0	0	0	0	0.1626909	0.14307982	0	0	2.563088	2.3283575	4.0589733	3.8029218	0.16284993	0.14651984	0	0	0.3862166	0.35140085	1.9634764	1.7753042	0	0	0.8965611	0.8270474	0.76621115	0.6848693	0.22447237	0.20527804	0.531509	0.4783196	0	0	0.5208	0.478189	0	0	0	0	0	0	0.6955959	0.645223	0.25456256	0.22050798
bco_bin_172	0.9904621	0.9247951	0.3532768	0.31941923	0.20914075	0.1913516	0.2589956	0.21923073	0	0	0	0	0	0	0	0	0.21704516	0.19329257	0	0	0	0	0.25168803	0.23065937	0.17509292	0.15434536	0	0	0	0	0.90647197	0.8184609	0	0	0	0	0	0	0	0	1.4295274	1.3290136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_176	0.55943364	0.5191094	2.4225993	2.2618449	0.49923396	0.43896297	0.6070568	0.52461636	0	0	0.14076503	0.11009763	0	0	0	0	0.3744832	0.35481903	0	0	0	0	0	0	0.3575576	0.3406029	0	0	0	0	0	0	0	0	0.604973	0.5480545	0.26761732	0.2451984	0	0	0.5951905	0.5446443	0	0	0	0	0	0	0	0	0	0	0.12635267	0.105150744	0	0
bco_bin_177_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.640515	11.843857	0	0	0	0	0	0	0.07718829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.584727	4.215588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_183_1	1.3800397	1.2072914	2.089146	1.9144474	0.11389844	0.087108456	0.100741886	0.07126607	0	0	0	0	0	0	0	0	1.036821	0.9361741	0	0	0	0	0.34479958	0.302171	0.72661835	0.6611021	0	0	0.08418343	0	1.9576888	1.7615167	0	0	0.08522222	0	0.28327525	0.2369752	0.3227897	0.2762573	0	0	0.46625736	0.43816888	0.60415363	0.55779666	0.4580366	0.42506018	0	0	0	0	0.85082275	0.7632944	0	0
bco_bin_186	0.21296091	0.19574825	0.40391764	0.36662647	1.0493603	0.9506499	1.1257471	0.9919409	0	0	0.26651385	0.24770126	0	0	0	0	0.16210341	0.13877732	0	0	0	0	2.1526537	1.9380262	0.42036346	0.37595582	0	0	0.1549787	0.14123711	0.32441816	0.28717712	0.13867848	0.13104789	0	0	0	0	0.13799293	0.11643183	0.10806456	0.102086	0	0	0	0	0	0	0.37483793	0.32610717	0	0	0.20627148	0.17861934	0.2454854	0.21766625
bco_bin_187	0.10511226	0.088882305	0.1721489	0.12879309	0.23029053	0.19215041	0.2035345	0.1657454	0.503296	0.47241578	0.26394805	0.22338825	0.44848105	0.40153328	0.94794756	0.8873838	0.09065624	0.08584383	0.8839388	0.79969585	0.20662276	0.19293657	0.71511817	0.64969057	0.30034688	0.2799437	0.11024877	0.08798921	0.22556628	0.20595498	0.36142984	0.3295144	0.33164755	0.2996089	0	0	0.213703	0.18767843	0.19837023	0.16498049	0	0	0.40446645	0.3807701	0.3388176	0.2981917	0.24899405	0.21207356	1.0021495	0.8774275	0.28187355	0.27012378	0.2300995	0.21997507	0.40287945	0.358104
bco_bin_189	2.838197	2.565224	4.259849	3.85686	0	0	0	0	0	0	0	0	0	0	0	0	1.2577082	1.1486335	0	0	0	0	0	0	1.2225727	1.1333851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.548983	4.112265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_18_1	1.5244128	1.3772554	3.315165	3.0672362	0.20147938	0.18915561	0.23128757	0.20777528	0	0	0	0	0	0	0	0	0.90514827	0.8442977	0	0	0	0	0	0	1.3925966	1.3018107	0	0	0	0	0	0	0	0	0.8898556	0.80859816	0.21939255	0.19315197	0	0	2.601378	2.4201005	0	0	0.19771191	0.17738736	0	0	0	0	0	0	0.15028524	0.1449106	0	0
bco_bin_19	0.6065842	0.57677615	1.0048692	0.92338896	0	0	0	0	0	0	0	0	0	0	0	0	0.26580298	0.23896395	0	0	0.078413084	0.06981706	0.096310474	0.079677805	0.25558665	0.23883379	0	0	0.1335509	0.10959524	1.2171344	1.0886041	0	0	0.6180112	0.5525822	0.21792077	0.19209942	0	0	0.30981532	0.2885122	0	0	0.21399394	0.18501225	0	0	0	0	0	0	0.76229954	0.6669626	0	0
bco_bin_190_1	2.8086536	2.5399456	4.9732914	4.4861493	0.9750804	0.8786146	0.8413683	0.7520096	0.7905876	0.69748133	1.9071217	1.709676	0.71176815	0.62321657	1.3629965	1.2661589	3.1860573	2.9330137	5.141023	4.6461763	1.8547977	1.7008606	2.8833966	2.5830636	3.4826965	3.1961713	1.4110104	1.2973385	1.2429348	1.1516956	1.4564519	1.2994423	2.3878298	2.180282	0.17031483	0.14474824	2.0542219	1.8717953	1.8043329	1.6546137	0.25028387	0.22543867	4.0827947	3.7605138	3.6728916	3.3084219	1.0258311	0.89226854	1.0209426	0.9183118	0.57331073	0.5339751	2.417541	2.1824362	2.8382592	2.5734997
bco_bin_193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.650656	5.1562643	0	0	0	0	0	0	0.52542233	0.474924	0	0	0	0	0.0810492	0	0	0	0	0	0	0	0.14273523	0.129162	0	0	0	0	0	0	0	0	0	0
bco_bin_196_1	0.36100554	0.32341716	0.9264811	0.8246637	0.3777849	0.3442945	0.40301794	0.34929553	0	0	0.15775414	0.13699244	0	0	0	0	0.3453676	0.3118628	0	0	0.33082426	0.303671	1.0616717	0.96939254	0.3404895	0.30666295	0	0	0	0	2.2716331	2.0483053	0.30615997	0.28559822	0.16556637	0.14447264	0	0	0	0	2.5629852	2.349428	0	0	0	0	0	0	0.3008205	0.26960015	0	0	0	0	0	0
bco_bin_197	0	0	0.15578488	0.1372527	0.82126427	0.7074972	0.8704835	0.7894755	2.083659	1.8691586	0.33855605	0.3092636	1.8617986	1.6621252	3.5582702	3.252201	0.21817498	0.18890007	3.3355956	2.9955914	0.34144565	0.30459854	5.4845085	4.9781966	0.6341732	0.56959635	0.45321205	0.41148922	0.1727117	0.16541593	0.7720184	0.68383247	0.8057205	0.7336447	0	0	0.17817137	0.14919494	1.2984636	1.1827581	0	0	0.2579182	0.25102377	0.25818864	0.23862001	1.2358919	1.1517113	2.5856702	2.2970119	1.3110174	1.1447858	0.08261691	0.07193035	2.1175628	1.9391485
bco_bin_199	0.81920487	0.76252395	2.0708346	1.8758239	0.9989015	0.9175432	0.55719376	0.50434124	0.63245845	0.56783	1.4681369	1.3423845	0.57112914	0.5172338	1.1539524	1.0322828	2.2451234	2.004921	9.1573515	8.331316	2.3119094	2.0995436	0.88346666	0.7959491	1.9220822	1.7411338	2.4174764	2.2134373	1.3155046	1.1817743	0.5415383	0.47289932	2.1941578	2.0268843	0.18318243	0.16377904	2.6093402	2.3523192	2.659316	2.4004653	0.13341114	0.122329116	2.2635937	2.0526783	5.1425457	4.67127	0.97324806	0.8866125	0.6490397	0.56056875	1.0189573	0.9052275	1.3674114	1.2617196	1.3485373	1.1979121
bco_bin_20	0	0	0	0	0.17340486	0.15555547	0.26059222	0.22889598	0.61374795	0.5528348	0	0	0.5381379	0.4798578	1.0999912	0.9888738	0	0	1.2023177	1.0781626	0	0	0.16954385	0.15046725	0.08451659	0	0.088365525	0	0	0	0	0	0.0970936	0.07201277	0	0	0	0	0	0	0	0	0.2333722	0.19744745	0	0	0	0	0.6465395	0.60068035	0.40611118	0.36350185	0	0	0	0
bco_bin_200	0.2770108	0.24744871	0.4999651	0.45587608	0.0987374	0.08714623	0.07296477	0	0.07340932	0	0.32389238	0.29003674	0	0	0.19847272	0.17248654	0.3992647	0.37295666	0.39670724	0.34849203	0.47834024	0.46950057	0.44156575	0.403607	0.6978562	0.6332075	0	0	0.25800395	0.22892134	0.28958344	0.2642374	0.49852312	0.43581793	0	0	0.3271069	0.2933036	0.17422727	0.14969128	0	0	0.38637275	0.35006437	0.7794995	0.68823266	0.14252509	0.123238996	0.6716272	0.6102834	0.17322627	0.15062658	0.36412674	0.323186	0.4654334	0.4223541
bco_bin_201_1	1.3998187	1.2782031	2.7095304	2.4386237	2.0600479	1.8423104	1.4076964	1.2605288	3.7300265	3.3379574	3.8588686	3.5527859	3.3735704	3.1047013	6.3304796	5.809374	3.7054884	3.3850489	20.777048	18.893509	4.758518	4.3611827	2.7888372	2.5274162	3.902117	3.604618	3.4303653	3.0868561	3.4009228	3.111026	0.7487268	0.6854991	4.2383895	3.8889625	0.2522827	0.23118116	4.172171	3.8209355	3.13708	2.823792	0.10943982	0.0874206	4.855457	4.4820547	6.942207	6.3447785	1.5949627	1.4781843	3.5175793	3.155734	3.183346	2.9033492	1.8835046	1.7057562	3.1174245	2.8207173
bco_bin_205	0	0	0.1089458	0.0925674	0	0	0.09024272	0.06650756	0.46667284	0.4016364	0.06685079	0.06240802	0.41638726	0.34918845	0.8465662	0.77397126	0	0	0.30717456	0.2746585	0.11740698	0.09531003	0	0	0.07453849	0.07558687	0	0	0.09367929	0.07939122	0	0	0	0	0.15619406	0.13552022	0	0	0	0	0	0	0	0	0	0	0	0	0.47883213	0.4158615	0.25786692	0.23185194	0	0	0	0
bco_bin_208	0.5534669	0.49717262	2.0812113	1.9023387	0.34838703	0.31449324	0.3520195	0.31430507	0	0	0.1313121	0.10567164	0	0	0	0	0.37986013	0.35061485	0	0	0.80055	0.7318725	2.5663636	2.3596485	1.4336158	1.3128121	0	0	0.46205565	0.42980707	1.2014687	1.1069402	0.61064595	0.54796326	0.8021799	0.7383331	0.3053721	0.27977383	0.34755358	0.3155543	0.8353049	0.7468507	0	0	0.18275908	0.15477088	0.3513643	0.33949548	1.175323	1.0691181	0	0	0.2999824	0.28200796	0.19426028	0.16886003
bco_bin_215	0.09808848	0.07957733	0.23719756	0.20389262	0.31884506	0.2875645	0.24845274	0.23156768	0.16956793	0.13807605	1.2369945	1.1603659	0.15013419	0.1158063	0.3248572	0.30970362	0.49710578	0.4362967	0.3778498	0.3353667	0.7995392	0.7118388	1.225924	1.096358	0.7275492	0.66138065	0	0	0.75993615	0.6932291	0.3094062	0.28130993	0.46677893	0.43861714	0	0	0.72456926	0.6452087	0.4031572	0.36186436	0	0	0.12890251	0.12675303	1.2779043	1.1663002	0.52201676	0.48096776	1.600478	1.4218091	0.16169369	0.13197227	0.5276833	0.47687688	1.05151	0.9634314
bco_bin_21_1	0.33565095	0.3150658	0.8527608	0.7665449	0.18922092	0.1831803	0.13002221	0.11713583	0	0	0.2200012	0.2020446	0	0	0	0	0.35332608	0.34611392	0	0	0.25253367	0.22708857	0.67221874	0.60165966	0.3510075	0.33937413	0	0	0.14316273	0.112412065	0.89163536	0.84095424	0.10070065	0.0997217	0	0	0.106480286	0.08118332	0.19694819	0.17411055	0	0	0.2678583	0.23649223	0.20232782	0.16922666	0.35690564	0.3137712	0.2036532	0.17653511	0	0	0.64995325	0.57007533	0.54444903	0.4973082
bco_bin_23_1	0.16097444	0.13404919	0.86120445	0.7760904	0	0	0	0	0	0	0	0	0	0	0	0	0.25253648	0.22425131	0	0	0.13147649	0.12091788	2.9903526	2.721407	0.25687212	0.23757038	0	0	0	0	0.95524925	0.8615254	0	0	0.5661632	0.5053702	0	0	0	0	0.7807135	0.71629876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_24	0.2667507	0.24803126	0.7642922	0.6920004	0.6843552	0.6419446	0.77112615	0.68384594	0	0	0.74833006	0.6843714	0	0	0	0	0.12594733	0.11414127	0	0	0.2997922	0.27862146	0.46325853	0.4257965	0.18271606	0.15984419	0	0	0.39331505	0.34493396	0.48962864	0.46590805	0	0	0.20611377	0.18619186	0.5676571	0.5377814	0	0	0	0	0	0	0.30991146	0.28825384	0	0	0	0	0	0	0.6652394	0.5844787	0	0
bco_bin_25_1	0	0	0	0	0.69226706	0.6370003	0.6036155	0.5294723	0.19592273	0.17059563	0.50815505	0.46927854	0.1670498	0.15057978	0.36987	0.33951774	0	0	0.10030606	0.08967562	0.3657808	0.35041755	6.268494	5.748197	0.36234856	0.33286667	0	0	0.076527596	0.075668074	1.452157	1.3167074	0.2499883	0.22785956	0	0	0	0	1.3239164	1.1757222	0	0	0	0	0	0	1.1406657	1.0621353	0.2715482	0.23162802	0	0	0.23629275	0.22665381	2.6689544	2.3959033
bco_bin_26	9.73815	8.757786	2.932883	2.6069965	2.061198	1.8677559	2.796017	2.4483445	2.2980971	2.032575	1.1942079	1.0738432	2.1061404	1.9010276	3.8782582	3.5188224	1.1989994	1.0551095	4.756108	4.2647605	0.98829234	0.92918587	2.6104634	2.372324	1.9387307	1.7208425	0.7655353	0.69174945	0.9231647	0.8365841	1.5175375	1.4150783	1.9927796	1.8422568	1.4763027	1.3082097	0.843334	0.7738798	0.6897198	0.623145	1.0809659	0.9906605	0.18244447	0.17505291	0.3154411	0.27365482	1.1078994	0.9691014	2.2260478	2.0204885	2.337364	2.091418	1.1122797	0.9747532	0.71001774	0.63979876
bco_bin_27	1.6704597	1.5127349	5.250477	4.743921	0.7448716	0.64936477	0.5565295	0.4861093	0	0	0.93616134	0.89448017	0	0	0	0	2.1318247	1.954925	0	0	0.23600489	0.22510631	0	0	2.664221	2.4742198	0	0	0.07699063	0	0	0	0	0	0.74330187	0.68862617	0.66905004	0.6057456	0	0	0.2805759	0.2565439	0	0	0.5383774	0.49474972	0	0	0	0	0	0	0	0	0	0
bco_bin_28_1	0.73191506	0.65380234	1.1171007	1.0299064	0	0	0	0	0	0	0	0	0	0	0	0	1.1583718	1.0602338	0	0	0	0	0.3310014	0.30994204	0.7551686	0.6827029	0	0	0	0	0.1505208	0.130892	0	0	0.27778292	0.2616892	0	0	0	0	0.9709893	0.8903175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_29_1	0.84109294	0.7645123	3.3034205	3.088862	0	0	0.06653313	0	0	0	0	0	0	0	0	0	0.6930548	0.65114385	0	0	0.21164216	0.19596207	0.26854688	0.24900444	0.5145519	0.4752385	0	0	0	0	0	0	0.2298703	0.2088249	0.23046665	0.1977803	0	0	0	0	3.1552234	2.939699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_3	0.75053394	0.6915732	1.1098617	1.0143325	0.8314592	0.75465494	0.85655487	0.77572244	0	0	0.74901265	0.68475914	0	0	0	0	0.630991	0.5536037	0	0	0.9294775	0.83099765	1.4191266	1.2822341	0.9741243	0.90752226	0	0	0.9183045	0.8285941	1.4612283	1.3057464	0.34795722	0.32698652	0.11753603	0.09200293	0.69478834	0.63540494	0.079074666	0	0.25303754	0.22040918	0	0	0.5451887	0.4878437	0.3100154	0.26654336	0.29835775	0.26303923	0	0	1.5027965	1.3428414	0.29114255	0.25175613
bco_bin_30	0.34662905	0.3205318	0.412912	0.37145656	0.14435989	0.119898416	0.16384429	0.15295811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2713296	2.0935173	0	0	0	0	0	0	0.8705082	0.77200955	0	0	0	0	0	0	0	0	0.38864678	0.36229947	0	0	0	0	0	0	0	0	0	0	0.11124888	0.096818365	0.094302155	0.07511661
bco_bin_32	0	0	0.09946766	0.08243965	0.62682515	0.57451355	0.69190425	0.5707493	0.5396429	0.44519958	0.9406756	0.84397846	0.4597571	0.38549578	0.9368412	0.84729314	0.2454455	0.21862401	0.27350986	0.25287428	0.6785428	0.658547	2.9977288	2.739829	0.42135713	0.36954182	0.1668606	0.14963324	0.34401405	0.31858596	1.3193884	1.1627872	0.49426162	0.45418653	0	0	0.41385004	0.3678138	1.1050789	0.9865816	0	0	0.17852654	0.16122188	0.69230497	0.6524455	1.2350011	1.120202	0.6900867	0.6511914	0.53487474	0.45558602	0.43916827	0.36872306	1.9050523	1.6879711
bco_bin_35	1.0345639	0.9317236	1.7271057	1.5547416	0.16458161	0.14510581	0.25092274	0.2213499	0	0	0.101298176	0.08882488	0	0	0	0	0.36863643	0.34396338	0	0	0.13849668	0.11840411	0	0	0.30332515	0.2857689	0	0	0.23201552	0.21281722	0.61708736	0.5558716	0	0	0.28128478	0.2481762	0.20964187	0.18597259	0	0	0.71554786	0.64626443	0	0	0.22500624	0.22198416	0	0	0	0	0	0	0.5664548	0.5476563	0	0
bco_bin_4	2.2543423	2.0549142	3.65909	3.3612149	0.33803484	0.29485375	0.49675924	0.4400217	0	0	0.4150179	0.3916289	0	0	0	0	0.9014836	0.83091336	0	0	0.16277331	0.14201853	1.539008	1.3804637	1.0534273	0.9924791	0	0	0.5014319	0.46686676	2.2899926	2.099265	0.26212397	0.24008442	0.15985286	0.13797759	0.48373342	0.43427488	0.4012982	0.3549423	0.25930902	0.22885211	0.25303605	0.21845753	0.64781934	0.58165544	0.52125627	0.44435436	0	0	0	0	1.6302205	1.4446789	0.94589967	0.85287625
bco_bin_40_1	0.09636214	0.07048539	0.19277221	0.16960622	0.3326379	0.29525256	0.25672537	0.22141452	0.2735808	0.25354767	1.1504335	1.0236883	0.26510733	0.20733897	0.50251245	0.4663275	0.43761295	0.36367345	0.41396883	0.37415537	1.6370693	1.5180742	0.24881661	0.20418867	1.1966224	1.0809773	0	0	0.78203464	0.73144853	0	0	1.0532745	0.9828881	0	0	0.7290428	0.6322424	0.23972553	0.2196831	0	0	0	0	1.1171654	0.9859556	0	0	1.6500821	1.4823785	1.1909642	1.0498216	0.26104742	0.2352653	0.7846122	0.7254835
